,num,name,blog or review,visitor review
2586,69,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,직원 분들이 엄청 친절하셔요 쭈 꾸미 맛도 좋구 푸짐해요. 가족 모임하기 좋네요.
2587,70,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,아기랑 둘이 가서 눈치 보일까 걱정했는데 아기도 너무 예뻐해주시고 친절하셔서 감사했어요. 맛도 좋고 아기를 위한 메뉴도 있어서 좋았구요. 비빔밥 단품 시켰는데도 미역국에 묵 사발까지 나와서 아주 잘 먹었습니다. 게 다가 매장도 넓고 뷰도 좋아서 너무 쾌적했어요 만족 만족 대만족합니다.
2588,71,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,우연치 않게 들어온 민들 레 홍쓰 다른 쭈 꾸미 집에 비해 야채 대비 쭈 꾸미 양이 어 마어마 해요. 직원 분들도 어찌나 친절한 지 식사하기도 전에 입맛이 뿜뿜 돌았어 요 어린이 정식 돈가스 새우 볶음밥도 있었지만 미역국 계란찜 등 아이 먹을 반찬도 충분해서 민들레 정식 2인에 계란찜 추가해서 아이도 같이 맛있게 먹 었네요. 아이 있다고 공기밥도 서비스로 주시고 기 분 좋은 식 사였습니다. 민들레 정식에 포함된 피자도 맛있었구 후식으로 여러 가지 중에 선택해서 여유.
2589,72,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,진짜 너무 맛있어요. 적당히 매콤하고 쭈 꾸미도 통통하고 피자도 짱 맛있습니다. 후식으로 과 자랑 차도 있어서 정말 좋아요. 친절하십니다.
2590,73,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,민들레 정식 2인 쭈꾸미 삼겹살로 시켰는데 양이 많고 쭈 꾸미도 탱글탱글하고 커서 좋았어요. 고르곤졸라 피자도 주니 완전 가성비 짱 셀프 바 자유롭게 이용 가능하고 음료나 차 종류도 많아서 카페 안 가고 여기서 다 해결 가능해 요 재방문의사 있는 맛집입니다. 배 부르게 잘 먹고 갑니다 점심으로 먹었는데 저녁인 지금도 배 부르네요. 많이 파세요.
2591,74,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,롯데마트 오면 여 기 꼭 들려보세요. 쭈 구미 탱글함이 살아 있고 샐프 바가 잇어서 후식까지 챙겨 먹어서 참 좋았어요.
2592,75,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,매장이 쾌적하고 넓구요. 롯데마트 안에 있어서 주차가 편해 요 쭈 꾸미가 엄청 커서 놀랐는데요. 매콤하니 밥이랑 비벼 먹으면 딱 맛있더라고요 맛있게 잘 먹고 갑 니다 번창하세요.
2593,76,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,롯데마트에 이런 맛집이 있는지 몰랐네요. 눈도 즐겁고 입도 즐거운 장보고 가족들끼리 방문하면 너무 좋을 것 같아 요 쭈 꾸미 삼합 완전 강추.
2594,77,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,넓고 쾌적하고 음식 양도 많아요. 친절하고 음식 너무너무 맛나요.
2595,78,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,들어가자마자 뷰가 일단 뻥 뚫려 있어서 좋았어요. 예약하고 가서 창가 측에 앉았는데 바깥을 보면서 식사하니까 기분 좋더라고요 쭈 꾸미 식감도 쫄깃하고 피자에 싸서 먹으니까 너무 맛있었어요.
2596,79,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,직원 분들이 엄청 친절하셔요 쭈 꾸미 맛도 좋구 푸짐해요. 가족 모임하기 좋네요.
2597,80,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,아기랑 둘이 가서 눈치 보일까 걱정했는데 아기도 너무 예뻐해주시고 친절하셔서 감사했어요. 맛도 좋고 아기를 위한 메뉴도 있어서 좋았구요. 비빔밥 단품 시켰는데도 미역국에 묵 사발까지 나와서 아주 잘 먹었습니다. 게 다가 매장도 넓고 뷰도 좋아서 너무 쾌적했어요 만족 만족 대만족합니다.
2598,81,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,우연치 않게 들어온 민들 레 홍쓰 다른 쭈 꾸미 집에 비해 야채 대비 쭈 꾸미 양이 어 마어마 해요. 직원 분들도 어찌나 친절한 지 식사하기도 전에 입맛이 뿜뿜 돌았어 요 어린이 정식 돈가스 새우 볶음밥도 있었지만 미역국 계란찜 등 아이 먹을 반찬도 충분해서 민들레 정식 2인에 계란찜 추가해서 아이도 같이 맛있게 먹 었네요. 아이 있다고 공기밥도 서비스로 주시고 기 분 좋은 식 사였습니다. 민들레 정식에 포함된 피자도 맛있었구 후식으로 여러 가지 중에 선택해서 여유.
2599,82,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,진짜 너무 맛있어요. 적당히 매콤하고 쭈 꾸미도 통통하고 피자도 짱 맛있습니다. 후식으로 과 자랑 차도 있어서 정말 좋아요. 친절하십니다.
2600,83,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,민들레 정식 2인 쭈꾸미 삼겹살로 시켰는데 양이 많고 쭈 꾸미도 탱글탱글하고 커서 좋았어요. 고르곤졸라 피자도 주니 완전 가성비 짱 셀프 바 자유롭게 이용 가능하고 음료나 차 종류도 많아서 카페 안 가고 여기서 다 해결 가능해 요 재방문의사 있는 맛집입니다. 배 부르게 잘 먹고 갑니다 점심으로 먹었는데 저녁인 지금도 배 부르네요. 많이 파세요.
2601,84,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,롯데마트 오면 여 기 꼭 들려보세요. 쭈 구미 탱글함이 살아 있고 샐프 바가 잇어서 후식까지 챙겨 먹어서 참 좋았어요.
2602,85,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,매장이 쾌적하고 넓구요. 롯데마트 안에 있어서 주차가 편해 요 쭈 꾸미가 엄청 커서 놀랐는데요. 매콤하니 밥이랑 비벼 먹으면 딱 맛있더라고요 맛있게 잘 먹고 갑 니다 번창하세요.
2603,86,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,롯데마트에 이런 맛집이 있는지 몰랐네요. 눈도 즐겁고 입도 즐거운 장보고 가족들끼리 방문하면 너무 좋을 것 같아 요 쭈 꾸미 삼합 완전 강추.
2604,87,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,넓고 쾌적하고 음식 양도 많아요. 친절하고 음식 너무너무 맛나요.
2605,88,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,들어가자마자 뷰가 일단 뻥 뚫려 있어서 좋았어요. 예약하고 가서 창가 측에 앉았는데 바깥을 보면서 식사하니까 기분 좋더라고요 쭈 꾸미 식감도 쫄깃하고 피자에 싸서 먹으니까 너무 맛있었어요.
2606,89,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,직원 분들이 엄청 친절하셔요 쭈 꾸미 맛도 좋구 푸짐해요. 가족 모임하기 좋네요.
2607,90,배곧 민들레홍스 시흥 배곧점,방문자 리뷰,아기랑 둘이 가서 눈치 보일까 걱정했는데 아기도 너무 예뻐해주시고 친절하셔서 감사했어요. 맛도 좋고 아기를 위한 메뉴도 있어서 좋았구요. 비빔밥 단품 시켰는데도 미역국에 묵 사발까지 나와서 아주 잘 먹었습니다. 게 다가 매장도 넓고 뷰도 좋아서 너무 쾌적했어요 만족 만족 대만족합니다.
2608,1,배곧 건강밥상 심마니 배곧점,방문자 리뷰,너무 담백하고 맛있었던 건강밥상 심마니 배곧 점 식전에 에피타이저로 나온 닭죽 너무 맛있고 반찬들도 짜지 않고 담백해서 너무너무 맛있었어요. 저희는 은 이 버섯탕을 먹었는데 진짜 국물도 진하고 시원했어요. 제 육볶음에서 불 향도 장난 아니에 요 곤드레밥은 밥도 맛있지만 누룽지도 너무 맛있었어요. 다음에 또 방문할 게요.
2609,2,배곧 건강밥상 심마니 배곧점,방문자 리뷰,밥 먹으러 도 2번 정도 방문 햇었고 또 파김치에 우리 가족 다 빠져서 안산에서 파김치 몇 개씩 포장하러 굳이 몇 번이나 왓었고 이번에도 생각나서 6개나 포장을 했는데 포장 상태도 그러고 가격도 천 원이나 올렸는데 맛도 전이랑 틀리고 파 상태도 별로 네요 실망이네요.
2610,3,배곧 건강밥상 심마니 배곧점,방문자 리뷰,나이드신 분 접대하기 좋아요. 건강식이여서 아주 만족해 하세요. 아쉽다면 소주 값이 올랐네요. 식사하면서 반주로 하는 건데 사천원이 적당해요.
2611,4,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강한 음식이네요 짜지 않아서 좋았어요. 다만 김치 종류가 제입엔 좀 달았어요. 번창하세요.
2612,5,배곧 건강밥상 심마니 배곧점,방문자 리뷰,늘 맛있는 곳이에요. 건강식이 이렇게 맛있어도 되나요 고급스럽고 정갈해서 좋아요. 정성이 느껴지는 밥상.
2613,6,배곧 건강밥상 심마니 배곧점,방문자 리뷰,치킨 먹는 비용보다 저렴하고 건강에 좋은 약재를 써서 먹으니 보양식 먹은 것 같아요.
2614,7,배곧 건강밥상 심마니 배곧점,방문자 리뷰,한약재 맛 좋아하시면 한 번쯤 가 볼 만 해요.
2615,8,배곧 건강밥상 심마니 배곧점,방문자 리뷰,여러 메뉴가 많아요.
2616,9,배곧 건강밥상 심마니 배곧점,방문자 리뷰,오랫만에 맛있게 먹고 왔네요. 가족 모임하기 좋아요.
2617,10,배곧 건강밥상 심마니 배곧점,방문자 리뷰,부모님 모시고 오기 좋음.
2618,11,배곧 건강밥상 심마니 배곧점,방문자 리뷰,가족 모임 으로 처음 갔는데 음식도 깨끗하고 맛있었어요. 몸보신 한 거 같아요.
2619,12,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2620,13,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛있어요. 으슬으슬 한 날씨에 딱 좋네요.
2621,14,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2622,15,배곧 건강밥상 심마니 배곧점,방문자 리뷰,약재 냄새남.
2623,16,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛나고 간강식이여요.
2624,17,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2625,18,배곧 건강밥상 심마니 배곧점,방문자 리뷰,중복이라 오리백숙 먹으러 왔어요. 백숙은 미리 예약했어야 했는데 깜빡해서 주문 넣고 한 시간 뒤 다시 왔네요. 크 고기는 쫄 깃쫄깃 국물은 한 약 먹는 줄 진국입니다. 제가 한 약 엄청 좋아해서 정말 맛있게 먹었어요. 그리 구 둘이 먹기엔 양이 어 마어마합니다 34인이 적합할 거 같아 요 몸보신 제대로 하고 갑 니다 요 직원 분들 모두 너무 친절히 응대해주셔서 기분 좋았어요.
2626,19,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2627,20,배곧 건강밥상 심마니 배곧점,방문자 리뷰,가족 모임 으로 처음 갔는데 음식도 깨끗하고 맛있었어요. 몸보신 한 거 같아요.
2628,21,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2629,22,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛있어요. 으슬으슬 한 날씨에 딱 좋네요.
2630,23,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2631,24,배곧 건강밥상 심마니 배곧점,방문자 리뷰,약재 냄새남.
2632,25,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛나고 간강식이여요.
2633,26,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2634,27,배곧 건강밥상 심마니 배곧점,방문자 리뷰,중복이라 오리백숙 먹으러 왔어요. 백숙은 미리 예약했어야 했는데 깜빡해서 주문 넣고 한 시간 뒤 다시 왔네요. 크 고기는 쫄 깃쫄깃 국물은 한 약 먹는 줄 진국입니다. 제가 한 약 엄청 좋아해서 정말 맛있게 먹었어요. 그리 구 둘이 먹기엔 양이 어 마어마합니다 34인이 적합할 거 같아 요 몸보신 제대로 하고 갑 니다 요 직원 분들 모두 너무 친절히 응대해주셔서 기분 좋았어요.
2635,28,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2636,29,배곧 건강밥상 심마니 배곧점,방문자 리뷰,가족 모임 으로 처음 갔는데 음식도 깨끗하고 맛있었어요. 몸보신 한 거 같아요.
2637,30,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2638,31,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛있어요. 으슬으슬 한 날씨에 딱 좋네요.
2639,32,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2640,33,배곧 건강밥상 심마니 배곧점,방문자 리뷰,약재 냄새남.
2641,34,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛나고 간강식이여요.
2642,35,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2643,36,배곧 건강밥상 심마니 배곧점,방문자 리뷰,중복이라 오리백숙 먹으러 왔어요. 백숙은 미리 예약했어야 했는데 깜빡해서 주문 넣고 한 시간 뒤 다시 왔네요. 크 고기는 쫄 깃쫄깃 국물은 한 약 먹는 줄 진국입니다. 제가 한 약 엄청 좋아해서 정말 맛있게 먹었어요. 그리 구 둘이 먹기엔 양이 어 마어마합니다 34인이 적합할 거 같아 요 몸보신 제대로 하고 갑 니다 요 직원 분들 모두 너무 친절히 응대해주셔서 기분 좋았어요.
2644,37,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2645,38,배곧 건강밥상 심마니 배곧점,방문자 리뷰,가족 모임 으로 처음 갔는데 음식도 깨끗하고 맛있었어요. 몸보신 한 거 같아요.
2646,39,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2647,40,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛있어요. 으슬으슬 한 날씨에 딱 좋네요.
2648,41,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2649,42,배곧 건강밥상 심마니 배곧점,방문자 리뷰,약재 냄새남.
2650,43,배곧 건강밥상 심마니 배곧점,방문자 리뷰,맛나고 간강식이여요.
2651,44,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2652,45,배곧 건강밥상 심마니 배곧점,방문자 리뷰,중복이라 오리백숙 먹으러 왔어요. 백숙은 미리 예약했어야 했는데 깜빡해서 주문 넣고 한 시간 뒤 다시 왔네요. 크 고기는 쫄 깃쫄깃 국물은 한 약 먹는 줄 진국입니다. 제가 한 약 엄청 좋아해서 정말 맛있게 먹었어요. 그리 구 둘이 먹기엔 양이 어 마어마합니다 34인이 적합할 거 같아 요 몸보신 제대로 하고 갑 니다 요 직원 분들 모두 너무 친절히 응대해주셔서 기분 좋았어요.
2653,46,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2654,47,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강을 생각하는 맛집.
2655,48,배곧 건강밥상 심마니 배곧점,방문자 리뷰,음식이 건강식 입니다. 정말 맛있어요.
2656,49,배곧 건강밥상 심마니 배곧점,방문자 리뷰,양도 많고 맛있어요.
2657,50,배곧 건강밥상 심마니 배곧점,방문자 리뷰,몸보신 짱짱 친절하고 맛나 용. 양 넘 많았는데 남은 음식 포장도 해주시네요. 좋아요.
2658,51,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2659,52,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강해지는 것 같아 요 음식도 깔끔하고요.
2660,53,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2661,54,배곧 건강밥상 심마니 배곧점,방문자 리뷰,특별한 날 갔는데 맛있어서 더 좋았습니다.
2662,55,배곧 건강밥상 심마니 배곧점,방문자 리뷰,여기 김치 완전 맛있어요. 리필만 3번 좋은 배추에 좋은 고춧가루를 쓰는 듯 위생 좋고 반찬이나 메인 요리들 다 정갈해서 너무 맛있게 잘 먹고 나왔어요. 진짜 강 추 사장님도 친절하세요.
2663,56,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2664,57,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강을 생각하는 맛집.
2665,58,배곧 건강밥상 심마니 배곧점,방문자 리뷰,음식이 건강식 입니다. 정말 맛있어요.
2666,59,배곧 건강밥상 심마니 배곧점,방문자 리뷰,양도 많고 맛있어요.
2667,60,배곧 건강밥상 심마니 배곧점,방문자 리뷰,몸보신 짱짱 친절하고 맛나 용. 양 넘 많았는데 남은 음식 포장도 해주시네요. 좋아요.
2668,61,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2669,62,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강해지는 것 같아 요 음식도 깔끔하고요.
2670,63,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2671,64,배곧 건강밥상 심마니 배곧점,방문자 리뷰,특별한 날 갔는데 맛있어서 더 좋았습니다.
2672,65,배곧 건강밥상 심마니 배곧점,방문자 리뷰,여기 김치 완전 맛있어요. 리필만 3번 좋은 배추에 좋은 고춧가루를 쓰는 듯 위생 좋고 반찬이나 메인 요리들 다 정갈해서 너무 맛있게 잘 먹고 나왔어요. 진짜 강 추 사장님도 친절하세요.
2673,66,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2674,67,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강을 생각하는 맛집.
2675,68,배곧 건강밥상 심마니 배곧점,방문자 리뷰,음식이 건강식 입니다. 정말 맛있어요.
2676,69,배곧 건강밥상 심마니 배곧점,방문자 리뷰,양도 많고 맛있어요.
2677,70,배곧 건강밥상 심마니 배곧점,방문자 리뷰,몸보신 짱짱 친절하고 맛나 용. 양 넘 많았는데 남은 음식 포장도 해주시네요. 좋아요.
2678,71,배곧 건강밥상 심마니 배곧점,방문자 리뷰,굿.
2679,72,배곧 건강밥상 심마니 배곧점,방문자 리뷰,건강해지는 것 같아 요 음식도 깔끔하고요.
2680,73,배곧 건강밥상 심마니 배곧점,방문자 리뷰,좋아요.
2681,74,배곧 건강밥상 심마니 배곧점,방문자 리뷰,특별한 날 갔는데 맛있어서 더 좋았습니다.
2682,75,배곧 건강밥상 심마니 배곧점,방문자 리뷰,여기 김치 완전 맛있어요. 리필만 3번 좋은 배추에 좋은 고춧가루를 쓰는 듯 위생 좋고 반찬이나 메인 요리들 다 정갈해서 너무 맛있게 잘 먹고 나왔어요. 진짜 강 추 사장님도 친절하세요.
2683,76,배곧 건강밥상 심마니 배곧점,방문자 리뷰,조아요.
2684,1,배곧 마피아피자&펍배곧점,방문자 리뷰,항상 지나가면서면 봐왔었는데 왜 진작에 안 왔을까 생각이 드네요. 정말 맛있어요. 좋은 치즈가 듬뿍 올라간 거 같아서 너무 좋았어요. 나중에 또 가겠습니다.
2685,2,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있었어요.
2686,3,배곧 마피아피자&펍배곧점,방문자 리뷰,갈 때마다 너무 맛있어서 행복에 몸부림쳐요 대기업 피자집보다 훨씬 맛있습니다. 매일 먹고 싶어요. 사장님도 항상 너무 친절하십니다.
2687,4,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2688,5,배곧 마피아피자&펍배곧점,방문자 리뷰,피자랑 파스타 정말 맛 있었어요. 특히 피자 좋아해서 맛집 찾아다니는데 여기가 근래 먹은 곳 중에 최고 맛있고 사장님도 너무 친절하세요. 갈릭새우피 자랑 쉬림 프로제파스타 먹었는데 새우 다 통통하고 너무 맛있어요. 진짜 찐 맛집입니다.
2689,6,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2690,7,배곧 마피아피자&펍배곧점,방문자 리뷰,배곧 최고 맛집 피자는 정말 마 피아 최고 갈릭 쉬림프 는 사랑입니다. 스모크 훈제치킨도 맛있고 샐러드도 양 많아요. 최고 최고.
2691,8,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2692,9,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있게 먹었습니다.
2693,10,배곧 마피아피자&펍배곧점,방문자 리뷰,피자를 좋아하지 않는 아들도 피자가 맛있다며 만족스러워 하네요.
2694,11,배곧 마피아피자&펍배곧점,방문자 리뷰,할로윈 갈릭 포테토피자 존 맛탱.
2695,12,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2696,13,배곧 마피아피자&펍배곧점,방문자 리뷰,좋아요.
2697,14,배곧 마피아피자&펍배곧점,방문자 리뷰,유럽풍 인테리어 너무 예쁘고 분위기도 좋고 평소에 알던 치즈볼보다 훨씬 쫄깃하고 맛있어요. 식어도 기름진 맛 없고 또 땡글땡글해서 좋았어요. 친구들이 랑 새벽까지 계속 수 다 떨고 싶었는데 코로나 때문에 10시에 닫아서 아쉽네요. 잘 먹고 가요.
2698,15,배곧 마피아피자&펍배곧점,방문자 리뷰,바로 나온 피자 먹으니 맛있어요. 양이 진짜 많아요.
2699,16,배곧 마피아피자&펍배곧점,방문자 리뷰,좋아요.
2700,17,배곧 마피아피자&펍배곧점,방문자 리뷰,치킨 샐러드 졸맛.
2701,18,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2702,19,배곧 마피아피자&펍배곧점,방문자 리뷰,피자 너무 맛있어요. 사장님도 친절하시고 짱짱.
2703,20,배곧 마피아피자&펍배곧점,방문자 리뷰,굿이에 요 강추.
2704,21,배곧 마피아피자&펍배곧점,방문자 리뷰,할로윈 갈릭 포테토피자 존 맛탱.
2705,22,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2706,23,배곧 마피아피자&펍배곧점,방문자 리뷰,좋아요.
2707,24,배곧 마피아피자&펍배곧점,방문자 리뷰,유럽풍 인테리어 너무 예쁘고 분위기도 좋고 평소에 알던 치즈볼보다 훨씬 쫄깃하고 맛있어요. 식어도 기름진 맛 없고 또 땡글땡글해서 좋았어요. 친구들이 랑 새벽까지 계속 수 다 떨고 싶었는데 코로나 때문에 10시에 닫아서 아쉽네요. 잘 먹고 가요.
2708,25,배곧 마피아피자&펍배곧점,방문자 리뷰,바로 나온 피자 먹으니 맛있어요. 양이 진짜 많아요.
2709,26,배곧 마피아피자&펍배곧점,방문자 리뷰,좋아요.
2710,27,배곧 마피아피자&펍배곧점,방문자 리뷰,치킨 샐러드 졸맛.
2711,28,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2712,29,배곧 마피아피자&펍배곧점,방문자 리뷰,피자 너무 맛있어요. 사장님도 친절하시고 짱짱.
2713,30,배곧 마피아피자&펍배곧점,방문자 리뷰,굿이에 요 강추.
2714,31,배곧 마피아피자&펍배곧점,방문자 리뷰,
2715,32,배곧 마피아피자&펍배곧점,방문자 리뷰,치즈가 정말 맛있어요.
2716,33,배곧 마피아피자&펍배곧점,방문자 리뷰,
2717,34,배곧 마피아피자&펍배곧점,방문자 리뷰,개인적으로 피자보다 파스타가 더 맛있었어요.
2718,35,배곧 마피아피자&펍배곧점,방문자 리뷰,분위기도 좋고 맛있어요. 추천추천.
2719,36,배곧 마피아피자&펍배곧점,방문자 리뷰,크림치즈 피자가 진짜 맛있어요. 그리고 다들 친절하세요. 피자 사이즈 피맥.
2720,37,배곧 마피아피자&펍배곧점,방문자 리뷰,굳.
2721,38,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2722,39,배곧 마피아피자&펍배곧점,방문자 리뷰,잘 먹고 갑니다 맛있어요.
2723,40,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2724,41,배곧 마피아피자&펍배곧점,방문자 리뷰,
2725,42,배곧 마피아피자&펍배곧점,방문자 리뷰,치즈가 정말 맛있어요.
2726,43,배곧 마피아피자&펍배곧점,방문자 리뷰,
2727,44,배곧 마피아피자&펍배곧점,방문자 리뷰,개인적으로 피자보다 파스타가 더 맛있었어요.
2728,45,배곧 마피아피자&펍배곧점,방문자 리뷰,분위기도 좋고 맛있어요. 추천추천.
2729,46,배곧 마피아피자&펍배곧점,방문자 리뷰,크림치즈 피자가 진짜 맛있어요. 그리고 다들 친절하세요. 피자 사이즈 피맥.
2730,47,배곧 마피아피자&펍배곧점,방문자 리뷰,굳.
2731,48,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2732,49,배곧 마피아피자&펍배곧점,방문자 리뷰,잘 먹고 갑니다 맛있어요.
2733,50,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2734,51,배곧 마피아피자&펍배곧점,방문자 리뷰,
2735,52,배곧 마피아피자&펍배곧점,방문자 리뷰,치즈가 정말 맛있어요.
2736,53,배곧 마피아피자&펍배곧점,방문자 리뷰,
2737,54,배곧 마피아피자&펍배곧점,방문자 리뷰,개인적으로 피자보다 파스타가 더 맛있었어요.
2738,55,배곧 마피아피자&펍배곧점,방문자 리뷰,분위기도 좋고 맛있어요. 추천추천.
2739,56,배곧 마피아피자&펍배곧점,방문자 리뷰,크림치즈 피자가 진짜 맛있어요. 그리고 다들 친절하세요. 피자 사이즈 피맥.
2740,57,배곧 마피아피자&펍배곧점,방문자 리뷰,굳.
2741,58,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2742,59,배곧 마피아피자&펍배곧점,방문자 리뷰,잘 먹고 갑니다 맛있어요.
2743,60,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2744,61,배곧 마피아피자&펍배곧점,방문자 리뷰,
2745,62,배곧 마피아피자&펍배곧점,방문자 리뷰,치즈가 정말 맛있어요.
2746,63,배곧 마피아피자&펍배곧점,방문자 리뷰,
2747,64,배곧 마피아피자&펍배곧점,방문자 리뷰,개인적으로 피자보다 파스타가 더 맛있었어요.
2748,65,배곧 마피아피자&펍배곧점,방문자 리뷰,분위기도 좋고 맛있어요. 추천추천.
2749,66,배곧 마피아피자&펍배곧점,방문자 리뷰,크림치즈 피자가 진짜 맛있어요. 그리고 다들 친절하세요. 피자 사이즈 피맥.
2750,67,배곧 마피아피자&펍배곧점,방문자 리뷰,굳.
2751,68,배곧 마피아피자&펍배곧점,방문자 리뷰,맛있어요.
2752,69,배곧 마피아피자&펍배곧점,방문자 리뷰,잘 먹고 갑니다 맛있어요.
2753,70,배곧 마피아피자&펍배곧점,방문자 리뷰,굿.
2754,1,배곧 뜰애 배곧점,방문자 리뷰,비추 후기는 잘 안 쓰는데 너무 불친절해졌네요. 저희 뒷테이블도 불친절하다 하시던데 저희만 느낀 건 아닌 듯 요 맛은 전과 비슷하지만 친절도와 반찬 구성이 달 라졌어요 배곧에 쌈밥집이 거의 없어서 여기만 갔는데 이 제 재 방문은 글쎄요아쉽네요.
2755,2,배곧 뜰애 배곧점,방문자 리뷰,야채의 종류가 살짝 적긴 하지만 가성비 좋았어요.
2756,3,배곧 뜰애 배곧점,방문자 리뷰,맛있게 잘 먹었습니다. 아이랑 같이 오기 좋을 거 같아 요.
2757,4,배곧 뜰애 배곧점,방문자 리뷰,친절하진 않았지만 맛나요.
2758,5,배곧 뜰애 배곧점,방문자 리뷰,밑반찬도 좋지만 메인과 쌈으로도 충분한 맛집인거 같아 요 아이와 셋이서 이 가격이면 사장님 안 남을 거 같아요.
2759,6,배곧 뜰애 배곧점,방문자 리뷰,불친절합니다.
2760,7,배곧 뜰애 배곧점,방문자 리뷰,쌈 종류 있을 건 있음.
2761,8,배곧 뜰애 배곧점,방문자 리뷰,좋아요.
2762,9,배곧 뜰애 배곧점,방문자 리뷰,쌈밥 좋아요.
2763,10,배곧 뜰애 배곧점,방문자 리뷰,좋아요.
2764,11,배곧 뜰애 배곧점,방문자 리뷰,감동이였습니다. 너무 맛나요.
2765,12,배곧 뜰애 배곧점,방문자 리뷰,좋아요.
2766,13,배곧 뜰애 배곧점,방문자 리뷰,5년째 찾아가는 쌈밥집 맛있고 깨끗해요.
2767,14,배곧 뜰애 배곧점,방문자 리뷰,맛있어요.
2768,15,배곧 뜰애 배곧점,방문자 리뷰,마이쪙.
2769,16,배곧 뜰애 배곧점,방문자 리뷰,굿.
2770,17,배곧 뜰애 배곧점,방문자 리뷰,좋아요.
2771,18,배곧 뜰애 배곧점,방문자 리뷰,굿.
