,num,name,blog or review,visitor review
859,16,배곧 정동진,방문자 리뷰,기안 84의 오이도 해물칼국수 맛집 해산물 가득 쫄 깃쫄깃한 면발도 맛 나고요 해질녘에 갔는데 식당에서 일몰이 한 눈에 보이는 뷰 맛집 이었어요. 해물 파전도 맛 나고 힐링되네요 주차장은 건물 앞과 뒷편으로도 넉넉히 준비되어 있어 주차비 절약 효과까지 있더라고요 보리 비빔밥도 맛 났어요.
860,17,배곧 정동진,방문자 리뷰,네이버 예약하고 엄마랑 왔는데 창가 자리에 잡아주시고 아주 배불리 맛있게 먹었어요. 양도 많고 신선하니 맛있어요.
861,18,배곧 정동진,방문자 리뷰,빨간 등대 바로 근처라서 위치도 넘 넘 좋네요. 네이버 예약 하고 가서 창가 자리에 앉을 수 있어서 좋았어요. 치즈 조개구이 작은 거 시켰는데 2명이 서 아주 배 터지게 먹을 수 있었어요. 양도 많고 맛도 너무 좋네요.
862,19,배곧 정동진,방문자 리뷰,칼국수 양도 많고 너무 맛있어요. 바지락 대박 많이 들어 있어서 잘 먹었어요. 아이랑 같이 왔는데 센스 있게 안 맵게 해주시네요. 덕분에 아이가 너 무 잘 먹었어요. 해물 파전도 넘 넘 맛있어요. 양 많아서 남았는데 포장해주셨어요. 직원군들도 넘 친절하시 구 네이버로 예약하고 오니 음료 서비스도 주셨어 요 다음에는 해물 칼국수 먹으러 올게요.
863,20,배곧 정동진,방문자 리뷰,맛있어요. 친절하시고 자주 갑니다.
864,21,배곧 정동진,방문자 리뷰,지난 주말 오이도 맛집 정동진에서 좋은 추억을 만들었어요. 네이버 예약하니까 전망 좋은 자리를 주셨는데 붉은 저녁 노을이 너무 아름다웠어요. 거기에 정동진 베스트 메뉴인 해물 칼국수와 해물 파전을 먹었어요. 신선한 식재료와 푸짐한 양이 압권이었어요.
865,22,배곧 정동진,방문자 리뷰,신선한 조개구이와 칼국수 너무 맛있게 먹고 왔습니다. 해산물 들이 전체적으로 다 싱싱해 요 식당 내부에서 바다도 바로 보이는 뷰고 직원 분들이 너무 친절하세요.
866,23,배곧 정동진,방문자 리뷰,오랫만에 지인과 약속 잡아 방문한 곳 주변에 조개집이 많아 고민하고 예약했는데 4명이 서 1번으로 아주 맛있게 먹고 돌아왔습니다. 조개들도 싱싱하고 광어회도 쫄깃하고 새우도 바지락 칼국수의 시원함으로 마무리 서해는 역시 조개.
867,24,배곧 정동진,방문자 리뷰,세 메뉴 중에 라면에 조개가 많았던 것 같아 요 해물 파 전남은 해물이랑 회덮밥은 맛집은 아니고 식당 정도 양 많은 건 모르겠고 전 안바삭하니깐 기대 맛있는 거는 잘 모르겠네요. 조개구이는 다른 곳 알아보시는 거 추천 주차하기 어려우 실수도 있어요. 리뷰들이 좋은 이유는 밥 먹는 중 계산하고 리뷰 쓰면 음료 줘서인 듯 제가 방문했을 때 매장은 조용했습니다. 아 계속 밥 먹는데 앞에서 청소하 시더라고요 수고하세요.
868,25,배곧 정동진,방문자 리뷰,일단 주차는 발렛 파킹 해주셔서 너무 편했고 네이버로 예약하고 가면 창가 자리로 준비해 주셔서 너무 좋았어요. 바다가 잘 보여서 뷰가 예뻐요 파전도 바삭하고 해물 칼국수도 양 진짜 많아요. 전에도 왔었는데 이번에도 넘 좋았어요. 다음에 또 방문할 게요.
869,26,배곧 정동진,방문자 리뷰,기안 84의 오이도 해물칼국수 맛집 해산물 가득 쫄 깃쫄깃한 면발도 맛 나고요 해질녘에 갔는데 식당에서 일몰이 한 눈에 보이는 뷰 맛집 이었어요. 해물 파전도 맛 나고 힐링되네요 주차장은 건물 앞과 뒷편으로도 넉넉히 준비되어 있어 주차비 절약 효과까지 있더라고요 보리 비빔밥도 맛 났어요.
870,27,배곧 정동진,방문자 리뷰,네이버 예약하고 엄마랑 왔는데 창가 자리에 잡아주시고 아주 배불리 맛있게 먹었어요. 양도 많고 신선하니 맛있어요.
871,28,배곧 정동진,방문자 리뷰,빨간 등대 바로 근처라서 위치도 넘 넘 좋네요. 네이버 예약 하고 가서 창가 자리에 앉을 수 있어서 좋았어요. 치즈 조개구이 작은 거 시켰는데 2명이 서 아주 배 터지게 먹을 수 있었어요. 양도 많고 맛도 너무 좋네요.
872,29,배곧 정동진,방문자 리뷰,칼국수 양도 많고 너무 맛있어요. 바지락 대박 많이 들어 있어서 잘 먹었어요. 아이랑 같이 왔는데 센스 있게 안 맵게 해주시네요. 덕분에 아이가 너 무 잘 먹었어요. 해물 파전도 넘 넘 맛있어요. 양 많아서 남았는데 포장해주셨어요. 직원군들도 넘 친절하시 구 네이버로 예약하고 오니 음료 서비스도 주셨어 요 다음에는 해물 칼국수 먹으러 올게요.
873,30,배곧 정동진,방문자 리뷰,맛있어요. 친절하시고 자주 갑니다.
874,31,배곧 정동진,방문자 리뷰,지난 주말 오이도 맛집 정동진에서 좋은 추억을 만들었어요. 네이버 예약하니까 전망 좋은 자리를 주셨는데 붉은 저녁 노을이 너무 아름다웠어요. 거기에 정동진 베스트 메뉴인 해물 칼국수와 해물 파전을 먹었어요. 신선한 식재료와 푸짐한 양이 압권이었어요.
875,32,배곧 정동진,방문자 리뷰,신선한 조개구이와 칼국수 너무 맛있게 먹고 왔습니다. 해산물 들이 전체적으로 다 싱싱해 요 식당 내부에서 바다도 바로 보이는 뷰고 직원 분들이 너무 친절하세요.
876,33,배곧 정동진,방문자 리뷰,오랫만에 지인과 약속 잡아 방문한 곳 주변에 조개집이 많아 고민하고 예약했는데 4명이 서 1번으로 아주 맛있게 먹고 돌아왔습니다. 조개들도 싱싱하고 광어회도 쫄깃하고 새우도 바지락 칼국수의 시원함으로 마무리 서해는 역시 조개.
877,34,배곧 정동진,방문자 리뷰,세 메뉴 중에 라면에 조개가 많았던 것 같아 요 해물 파 전남은 해물이랑 회덮밥은 맛집은 아니고 식당 정도 양 많은 건 모르겠고 전 안바삭하니깐 기대 맛있는 거는 잘 모르겠네요. 조개구이는 다른 곳 알아보시는 거 추천 주차하기 어려우 실수도 있어요. 리뷰들이 좋은 이유는 밥 먹는 중 계산하고 리뷰 쓰면 음료 줘서인 듯 제가 방문했을 때 매장은 조용했습니다. 아 계속 밥 먹는데 앞에서 청소하 시더라고요 수고하세요.
878,35,배곧 정동진,방문자 리뷰,일단 주차는 발렛 파킹 해주셔서 너무 편했고 네이버로 예약하고 가면 창가 자리로 준비해 주셔서 너무 좋았어요. 바다가 잘 보여서 뷰가 예뻐요 파전도 바삭하고 해물 칼국수도 양 진짜 많아요. 전에도 왔었는데 이번에도 넘 좋았어요. 다음에 또 방문할 게요.
879,36,배곧 정동진,방문자 리뷰,기안 84의 오이도 해물칼국수 맛집 해산물 가득 쫄 깃쫄깃한 면발도 맛 나고요 해질녘에 갔는데 식당에서 일몰이 한 눈에 보이는 뷰 맛집 이었어요. 해물 파전도 맛 나고 힐링되네요 주차장은 건물 앞과 뒷편으로도 넉넉히 준비되어 있어 주차비 절약 효과까지 있더라고요 보리 비빔밥도 맛 났어요.
880,37,배곧 정동진,방문자 리뷰,네이버 예약하고 엄마랑 왔는데 창가 자리에 잡아주시고 아주 배불리 맛있게 먹었어요. 양도 많고 신선하니 맛있어요.
881,38,배곧 정동진,방문자 리뷰,빨간 등대 바로 근처라서 위치도 넘 넘 좋네요. 네이버 예약 하고 가서 창가 자리에 앉을 수 있어서 좋았어요. 치즈 조개구이 작은 거 시켰는데 2명이 서 아주 배 터지게 먹을 수 있었어요. 양도 많고 맛도 너무 좋네요.
882,39,배곧 정동진,방문자 리뷰,칼국수 양도 많고 너무 맛있어요. 바지락 대박 많이 들어 있어서 잘 먹었어요. 아이랑 같이 왔는데 센스 있게 안 맵게 해주시네요. 덕분에 아이가 너 무 잘 먹었어요. 해물 파전도 넘 넘 맛있어요. 양 많아서 남았는데 포장해주셨어요. 직원군들도 넘 친절하시 구 네이버로 예약하고 오니 음료 서비스도 주셨어 요 다음에는 해물 칼국수 먹으러 올게요.
883,40,배곧 정동진,방문자 리뷰,맛있어요. 친절하시고 자주 갑니다.
884,41,배곧 정동진,방문자 리뷰,지난 주말 오이도 맛집 정동진에서 좋은 추억을 만들었어요. 네이버 예약하니까 전망 좋은 자리를 주셨는데 붉은 저녁 노을이 너무 아름다웠어요. 거기에 정동진 베스트 메뉴인 해물 칼국수와 해물 파전을 먹었어요. 신선한 식재료와 푸짐한 양이 압권이었어요.
885,42,배곧 정동진,방문자 리뷰,신선한 조개구이와 칼국수 너무 맛있게 먹고 왔습니다. 해산물 들이 전체적으로 다 싱싱해 요 식당 내부에서 바다도 바로 보이는 뷰고 직원 분들이 너무 친절하세요.
886,43,배곧 정동진,방문자 리뷰,오랫만에 지인과 약속 잡아 방문한 곳 주변에 조개집이 많아 고민하고 예약했는데 4명이 서 1번으로 아주 맛있게 먹고 돌아왔습니다. 조개들도 싱싱하고 광어회도 쫄깃하고 새우도 바지락 칼국수의 시원함으로 마무리 서해는 역시 조개.
887,44,배곧 정동진,방문자 리뷰,세 메뉴 중에 라면에 조개가 많았던 것 같아 요 해물 파 전남은 해물이랑 회덮밥은 맛집은 아니고 식당 정도 양 많은 건 모르겠고 전 안바삭하니깐 기대 맛있는 거는 잘 모르겠네요. 조개구이는 다른 곳 알아보시는 거 추천 주차하기 어려우 실수도 있어요. 리뷰들이 좋은 이유는 밥 먹는 중 계산하고 리뷰 쓰면 음료 줘서인 듯 제가 방문했을 때 매장은 조용했습니다. 아 계속 밥 먹는데 앞에서 청소하 시더라고요 수고하세요.
888,45,배곧 정동진,방문자 리뷰,일단 주차는 발렛 파킹 해주셔서 너무 편했고 네이버로 예약하고 가면 창가 자리로 준비해 주셔서 너무 좋았어요. 바다가 잘 보여서 뷰가 예뻐요 파전도 바삭하고 해물 칼국수도 양 진짜 많아요. 전에도 왔었는데 이번에도 넘 좋았어요. 다음에 또 방문할 게요.
889,46,배곧 정동진,방문자 리뷰,기안 84의 오이도 해물칼국수 맛집 해산물 가득 쫄 깃쫄깃한 면발도 맛 나고요 해질녘에 갔는데 식당에서 일몰이 한 눈에 보이는 뷰 맛집 이었어요. 해물 파전도 맛 나고 힐링되네요 주차장은 건물 앞과 뒷편으로도 넉넉히 준비되어 있어 주차비 절약 효과까지 있더라고요 보리 비빔밥도 맛 났어요.
890,47,배곧 정동진,방문자 리뷰,네이버 예약하고 엄마랑 왔는데 창가 자리에 잡아주시고 아주 배불리 맛있게 먹었어요. 양도 많고 신선하니 맛있어요.
891,48,배곧 정동진,방문자 리뷰,빨간 등대 바로 근처라서 위치도 넘 넘 좋네요. 네이버 예약 하고 가서 창가 자리에 앉을 수 있어서 좋았어요. 치즈 조개구이 작은 거 시켰는데 2명이 서 아주 배 터지게 먹을 수 있었어요. 양도 많고 맛도 너무 좋네요.
892,49,배곧 정동진,방문자 리뷰,칼국수 양도 많고 너무 맛있어요. 바지락 대박 많이 들어 있어서 잘 먹었어요. 아이랑 같이 왔는데 센스 있게 안 맵게 해주시네요. 덕분에 아이가 너 무 잘 먹었어요. 해물 파전도 넘 넘 맛있어요. 양 많아서 남았는데 포장해주셨어요. 직원군들도 넘 친절하시 구 네이버로 예약하고 오니 음료 서비스도 주셨어 요 다음에는 해물 칼국수 먹으러 올게요.
893,50,배곧 정동진,방문자 리뷰,맛있어요. 친절하시고 자주 갑니다.
894,51,배곧 정동진,방문자 리뷰,지난 주말 오이도 맛집 정동진에서 좋은 추억을 만들었어요. 네이버 예약하니까 전망 좋은 자리를 주셨는데 붉은 저녁 노을이 너무 아름다웠어요. 거기에 정동진 베스트 메뉴인 해물 칼국수와 해물 파전을 먹었어요. 신선한 식재료와 푸짐한 양이 압권이었어요.
895,52,배곧 정동진,방문자 리뷰,신선한 조개구이와 칼국수 너무 맛있게 먹고 왔습니다. 해산물 들이 전체적으로 다 싱싱해 요 식당 내부에서 바다도 바로 보이는 뷰고 직원 분들이 너무 친절하세요.
896,53,배곧 정동진,방문자 리뷰,오랫만에 지인과 약속 잡아 방문한 곳 주변에 조개집이 많아 고민하고 예약했는데 4명이 서 1번으로 아주 맛있게 먹고 돌아왔습니다. 조개들도 싱싱하고 광어회도 쫄깃하고 새우도 바지락 칼국수의 시원함으로 마무리 서해는 역시 조개.
897,54,배곧 정동진,방문자 리뷰,세 메뉴 중에 라면에 조개가 많았던 것 같아 요 해물 파 전남은 해물이랑 회덮밥은 맛집은 아니고 식당 정도 양 많은 건 모르겠고 전 안바삭하니깐 기대 맛있는 거는 잘 모르겠네요. 조개구이는 다른 곳 알아보시는 거 추천 주차하기 어려우 실수도 있어요. 리뷰들이 좋은 이유는 밥 먹는 중 계산하고 리뷰 쓰면 음료 줘서인 듯 제가 방문했을 때 매장은 조용했습니다. 아 계속 밥 먹는데 앞에서 청소하 시더라고요 수고하세요.
898,55,배곧 정동진,방문자 리뷰,일단 주차는 발렛 파킹 해주셔서 너무 편했고 네이버로 예약하고 가면 창가 자리로 준비해 주셔서 너무 좋았어요. 바다가 잘 보여서 뷰가 예뻐요 파전도 바삭하고 해물 칼국수도 양 진짜 많아요. 전에도 왔었는데 이번에도 넘 좋았어요. 다음에 또 방문할 게요.
899,56,배곧 정동진,방문자 리뷰,기안 84의 오이도 해물칼국수 맛집 해산물 가득 쫄 깃쫄깃한 면발도 맛 나고요 해질녘에 갔는데 식당에서 일몰이 한 눈에 보이는 뷰 맛집 이었어요. 해물 파전도 맛 나고 힐링되네요 주차장은 건물 앞과 뒷편으로도 넉넉히 준비되어 있어 주차비 절약 효과까지 있더라고요 보리 비빔밥도 맛 났어요.
900,57,배곧 정동진,방문자 리뷰,네이버 예약하고 엄마랑 왔는데 창가 자리에 잡아주시고 아주 배불리 맛있게 먹었어요. 양도 많고 신선하니 맛있어요.
901,58,배곧 정동진,방문자 리뷰,빨간 등대 바로 근처라서 위치도 넘 넘 좋네요. 네이버 예약 하고 가서 창가 자리에 앉을 수 있어서 좋았어요. 치즈 조개구이 작은 거 시켰는데 2명이 서 아주 배 터지게 먹을 수 있었어요. 양도 많고 맛도 너무 좋네요.
902,59,배곧 정동진,방문자 리뷰,칼국수 양도 많고 너무 맛있어요. 바지락 대박 많이 들어 있어서 잘 먹었어요. 아이랑 같이 왔는데 센스 있게 안 맵게 해주시네요. 덕분에 아이가 너 무 잘 먹었어요. 해물 파전도 넘 넘 맛있어요. 양 많아서 남았는데 포장해주셨어요. 직원군들도 넘 친절하시 구 네이버로 예약하고 오니 음료 서비스도 주셨어 요 다음에는 해물 칼국수 먹으러 올게요.
903,60,배곧 정동진,방문자 리뷰,맛있어요. 친절하시고 자주 갑니다.
904,1,배곧 투파인드피터 배곧점,방문자 리뷰,예전부터 와보고 싶었던 곳 평일에 예약해서 다행이 룸으로 예약 성공 역시나 리뷰 그대로 인테리어 듀 멋지고 캐주얼하고 감성적인 분위기에 전복 내장 파스타 부채살 스테이크 너무 맛있었어요. 와 인도 굿굿.
905,2,배곧 투파인드피터 배곧점,방문자 리뷰,굿굿 너무 맛있게 잘 먹었습니다. 분위기와 맛 대박.
906,3,배곧 투파인드피터 배곧점,방문자 리뷰,여전히 와도 맛있는 투파인드 다른 지점보다 배곧 점이 더 맛나용 샐러드도 넘 마싯고 순삭했습니다. 파스타 맛집 체고.
907,4,배곧 투파인드피터 배곧점,방문자 리뷰,모임하기 좋은 장소 같아 요 다들 맛있다고 하니 데려온 보람이 있어요. 잘 먹었습니다.
908,5,배곧 투파인드피터 배곧점,방문자 리뷰,배곧 점 처음인데 음식도 너무 맛잇규 이 뽀요 다음에도 여기와서 먹을래요 최고.
909,6,배곧 투파인드피터 배곧점,방문자 리뷰,여기는 자주 왔던 곳이예요 정말 분위기 좋고 친절하시고 음식도 너어무 맛있어요. 최고.
910,7,배곧 투파인드피터 배곧점,방문자 리뷰,전복 내장 크림 리조 또는 생각보단 평범했어요. 스파게티는 정말 맛있습니다.
911,8,배곧 투파인드피터 배곧점,방문자 리뷰,맛도 너무 맛있고 분위기도 좋아서 데이트하러 오거나 특별한 날 오면 좋을 것 같아 요 저녁에 와인 한 잔 하러 오기도 너무 좋은 것 같아요.
912,9,배곧 투파인드피터 배곧점,방문자 리뷰,와이프 생일을 맞이 해서 맛있는 거 먹으러 왔네요. 파스타도 스테이크도 너무 너무 맛있어요. 사진은 먹건 도중에 찍은 거라 아쉽네요. 와이프 최애 가게로 찜 한 듯 요 다시와서 다른 메뉴도 먹어봐야 할 둣해요.
913,10,배곧 투파인드피터 배곧점,방문자 리뷰,45번째 방문입니다. 잘 먹겠습니다.
914,11,배곧 투파인드피터 배곧점,방문자 리뷰,6명 청첩장 모임 했어요. 제일 끝에 있는 룸이라 왔다 갔다 하는 사람도 안 보이고 일하시는 직원분까지 안 보여서 너무 좋았어요. 청첩장 모임하기 딱 이였어요. 6인분 시키니 감바스 서비스도 좋았고 음식 양도 많고 맛있어요. 원래 종종 왔어서 맛있는 거 알고 온 거라 조용히 먹기에도 좋았고 배곧에서 청첩장 모임할 만한 곳 없는데 여기는 아주 딱이네요.
915,12,배곧 투파인드피터 배곧점,방문자 리뷰,매장도 예쁘고 직원 분들 너무 친절해요. 음식 너무 맛있어요.
916,13,배곧 투파인드피터 배곧점,방문자 리뷰,음식 나오기 전인데 여직원이 불친절해요. 주문한다고 몇 번이나 불러도 들었는데 대 답 안 하고 오더니 벨이 테이블 밑에 있다고 벨이 테이블 밑에 이렇게 숨겨져 있으면 알려주지 않으면 누가 아나요 벨 안 누르고 불러서 안 온 건가 봐요.
917,14,배곧 투파인드피터 배곧점,방문자 리뷰,프라이빗한 좌석이 몇 개 있어서 예약하고 단체 모임하기 좋네요. 맛나용 분위기도 조쿠.
918,15,배곧 투파인드피터 배곧점,방문자 리뷰,진짜 분위기 깡패 맛은 더 깡패 진짜 넘나 맛 잇어요. 친절하시 구 어머님이 더 좋아하세요.
919,16,배곧 투파인드피터 배곧점,방문자 리뷰,전부터 와보고 싶던 곳인데 너무 맛있어요. 기 대 이상이네요. 음식 다 맛있어요. 연어 샐러드랑 게살크림 특히 정말 맛있게 먹었어요.
920,17,배곧 투파인드피터 배곧점,방문자 리뷰,게살 리조 또 진짜 맛있습니다. 봉골 레도 가성 최고예요. 친절하시고 특별한 날 분위기 내기 좋습니다. 화장실도 깨끗하고 좋아요.
921,18,배곧 투파인드피터 배곧점,방문자 리뷰,너무 맛있습니다. 분위기도 좋고 양도 많으네요.
922,19,배곧 투파인드피터 배곧점,방문자 리뷰,테이블 간 간격이 넓어서 정말 좋구 직원 분들이 넘 넘 친절하세요. 오일파스타도 맛 나지만 게살크림 리조 또는 진짜 강추합니다.
923,20,배곧 투파인드피터 배곧점,방문자 리뷰,처음 왔는데 너무너무 맛있어요.
924,21,배곧 투파인드피터 배곧점,방문자 리뷰,6명 청첩장 모임 했어요. 제일 끝에 있는 룸이라 왔다 갔다 하는 사람도 안 보이고 일하시는 직원분까지 안 보여서 너무 좋았어요. 청첩장 모임하기 딱 이였어요. 6인분 시키니 감바스 서비스도 좋았고 음식 양도 많고 맛있어요. 원래 종종 왔어서 맛있는 거 알고 온 거라 조용히 먹기에도 좋았고 배곧에서 청첩장 모임할 만한 곳 없는데 여기는 아주 딱이네요.
925,22,배곧 투파인드피터 배곧점,방문자 리뷰,매장도 예쁘고 직원 분들 너무 친절해요. 음식 너무 맛있어요.
926,23,배곧 투파인드피터 배곧점,방문자 리뷰,음식 나오기 전인데 여직원이 불친절해요. 주문한다고 몇 번이나 불러도 들었는데 대 답 안 하고 오더니 벨이 테이블 밑에 있다고 벨이 테이블 밑에 이렇게 숨겨져 있으면 알려주지 않으면 누가 아나요 벨 안 누르고 불러서 안 온 건가 봐요.
927,24,배곧 투파인드피터 배곧점,방문자 리뷰,프라이빗한 좌석이 몇 개 있어서 예약하고 단체 모임하기 좋네요. 맛나용 분위기도 조쿠.
928,25,배곧 투파인드피터 배곧점,방문자 리뷰,진짜 분위기 깡패 맛은 더 깡패 진짜 넘나 맛 잇어요. 친절하시 구 어머님이 더 좋아하세요.
929,26,배곧 투파인드피터 배곧점,방문자 리뷰,전부터 와보고 싶던 곳인데 너무 맛있어요. 기 대 이상이네요. 음식 다 맛있어요. 연어 샐러드랑 게살크림 특히 정말 맛있게 먹었어요.
930,27,배곧 투파인드피터 배곧점,방문자 리뷰,게살 리조 또 진짜 맛있습니다. 봉골 레도 가성 최고예요. 친절하시고 특별한 날 분위기 내기 좋습니다. 화장실도 깨끗하고 좋아요.
931,28,배곧 투파인드피터 배곧점,방문자 리뷰,너무 맛있습니다. 분위기도 좋고 양도 많으네요.
932,29,배곧 투파인드피터 배곧점,방문자 리뷰,테이블 간 간격이 넓어서 정말 좋구 직원 분들이 넘 넘 친절하세요. 오일파스타도 맛 나지만 게살크림 리조 또는 진짜 강추합니다.
933,30,배곧 투파인드피터 배곧점,방문자 리뷰,처음 왔는데 너무너무 맛있어요.
934,31,배곧 투파인드피터 배곧점,방문자 리뷰,6명 청첩장 모임 했어요. 제일 끝에 있는 룸이라 왔다 갔다 하는 사람도 안 보이고 일하시는 직원분까지 안 보여서 너무 좋았어요. 청첩장 모임하기 딱 이였어요. 6인분 시키니 감바스 서비스도 좋았고 음식 양도 많고 맛있어요. 원래 종종 왔어서 맛있는 거 알고 온 거라 조용히 먹기에도 좋았고 배곧에서 청첩장 모임할 만한 곳 없는데 여기는 아주 딱이네요.
935,32,배곧 투파인드피터 배곧점,방문자 리뷰,매장도 예쁘고 직원 분들 너무 친절해요. 음식 너무 맛있어요.
936,33,배곧 투파인드피터 배곧점,방문자 리뷰,음식 나오기 전인데 여직원이 불친절해요. 주문한다고 몇 번이나 불러도 들었는데 대 답 안 하고 오더니 벨이 테이블 밑에 있다고 벨이 테이블 밑에 이렇게 숨겨져 있으면 알려주지 않으면 누가 아나요 벨 안 누르고 불러서 안 온 건가 봐요.
937,34,배곧 투파인드피터 배곧점,방문자 리뷰,프라이빗한 좌석이 몇 개 있어서 예약하고 단체 모임하기 좋네요. 맛나용 분위기도 조쿠.
938,35,배곧 투파인드피터 배곧점,방문자 리뷰,진짜 분위기 깡패 맛은 더 깡패 진짜 넘나 맛 잇어요. 친절하시 구 어머님이 더 좋아하세요.
939,36,배곧 투파인드피터 배곧점,방문자 리뷰,전부터 와보고 싶던 곳인데 너무 맛있어요. 기 대 이상이네요. 음식 다 맛있어요. 연어 샐러드랑 게살크림 특히 정말 맛있게 먹었어요.
940,37,배곧 투파인드피터 배곧점,방문자 리뷰,게살 리조 또 진짜 맛있습니다. 봉골 레도 가성 최고예요. 친절하시고 특별한 날 분위기 내기 좋습니다. 화장실도 깨끗하고 좋아요.
941,38,배곧 투파인드피터 배곧점,방문자 리뷰,너무 맛있습니다. 분위기도 좋고 양도 많으네요.
942,39,배곧 투파인드피터 배곧점,방문자 리뷰,테이블 간 간격이 넓어서 정말 좋구 직원 분들이 넘 넘 친절하세요. 오일파스타도 맛 나지만 게살크림 리조 또는 진짜 강추합니다.
943,40,배곧 투파인드피터 배곧점,방문자 리뷰,처음 왔는데 너무너무 맛있어요.
944,41,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 감각적이고 배곧 파스타 집 중에선 제일 트렌디한 듯.
945,42,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 예쁘구 감각적인 여러 번 올 때마다 느끼는 거지만 직원 분들도 친절하고 음식 맛도 맛있어요.
946,43,배곧 투파인드피터 배곧점,방문자 리뷰,존 맛 탱입니다. 이 거 두 개 조합 매번 짜릿함.
947,44,배곧 투파인드피터 배곧점,방문자 리뷰,음식 맛있어요. 가성비 괜찮구요. 건물 지하주차장 이용 편리해요. 분리공간도 있어서 매장 예쁘네요.
948,45,배곧 투파인드피터 배곧점,방문자 리뷰,음식이 너무 맛있었어요. 그리고 장소도 예뻐서 특별한 날 예약하고 가면 딱 좋을 것 같아요.
949,46,배곧 투파인드피터 배곧점,방문자 리뷰,너무 너무 맛있고 매장 청결한 것은 물론이고 젊은 20대 부터 50대 60대까지 고 오셔서 식사 맛있게 하고 가실 수 있을 거 같아요.
950,47,배곧 투파인드피터 배곧점,방문자 리뷰,매콤한 게살 파스타와 수 비드 부채살 맛있었어요. 양이 부족하여 시킨 전복 내장 리조 또도 맛있었는데 사진을 못 찍었네요.
951,48,배곧 투파인드피터 배곧점,방문자 리뷰,내부 인테리어가 깔끔하게 너무 예뻐요 음식 가격은 적당하고 맛있어요. 제 부도 놀러 갔다가 올라오는 길에 들른 건데 최고의 선택이었네요.
952,49,배곧 투파인드피터 배곧점,방문자 리뷰,최애 파스타집이에 요 벌써 번째 오는 투파 피 오늘은 연어샐러드 생각나서 왔습니다. 항상 맛있고 깨끗해요.
953,50,배곧 투파인드피터 배곧점,방문자 리뷰,둘이 오기 좋은 분위기네요 샐러드 파스타 맛있어요.
954,51,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 감각적이고 배곧 파스타 집 중에선 제일 트렌디한 듯.
955,52,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 예쁘구 감각적인 여러 번 올 때마다 느끼는 거지만 직원 분들도 친절하고 음식 맛도 맛있어요.
956,53,배곧 투파인드피터 배곧점,방문자 리뷰,존 맛 탱입니다. 이 거 두 개 조합 매번 짜릿함.
957,54,배곧 투파인드피터 배곧점,방문자 리뷰,음식 맛있어요. 가성비 괜찮구요. 건물 지하주차장 이용 편리해요. 분리공간도 있어서 매장 예쁘네요.
958,55,배곧 투파인드피터 배곧점,방문자 리뷰,음식이 너무 맛있었어요. 그리고 장소도 예뻐서 특별한 날 예약하고 가면 딱 좋을 것 같아요.
959,56,배곧 투파인드피터 배곧점,방문자 리뷰,너무 너무 맛있고 매장 청결한 것은 물론이고 젊은 20대 부터 50대 60대까지 고 오셔서 식사 맛있게 하고 가실 수 있을 거 같아요.
960,57,배곧 투파인드피터 배곧점,방문자 리뷰,매콤한 게살 파스타와 수 비드 부채살 맛있었어요. 양이 부족하여 시킨 전복 내장 리조 또도 맛있었는데 사진을 못 찍었네요.
961,58,배곧 투파인드피터 배곧점,방문자 리뷰,내부 인테리어가 깔끔하게 너무 예뻐요 음식 가격은 적당하고 맛있어요. 제 부도 놀러 갔다가 올라오는 길에 들른 건데 최고의 선택이었네요.
962,59,배곧 투파인드피터 배곧점,방문자 리뷰,최애 파스타집이에 요 벌써 번째 오는 투파 피 오늘은 연어샐러드 생각나서 왔습니다. 항상 맛있고 깨끗해요.
963,60,배곧 투파인드피터 배곧점,방문자 리뷰,둘이 오기 좋은 분위기네요 샐러드 파스타 맛있어요.
964,61,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 감각적이고 배곧 파스타 집 중에선 제일 트렌디한 듯.
965,62,배곧 투파인드피터 배곧점,방문자 리뷰,인테리어도 예쁘구 감각적인 여러 번 올 때마다 느끼는 거지만 직원 분들도 친절하고 음식 맛도 맛있어요.
966,63,배곧 투파인드피터 배곧점,방문자 리뷰,존 맛 탱입니다. 이 거 두 개 조합 매번 짜릿함.
967,64,배곧 투파인드피터 배곧점,방문자 리뷰,음식 맛있어요. 가성비 괜찮구요. 건물 지하주차장 이용 편리해요. 분리공간도 있어서 매장 예쁘네요.
968,65,배곧 투파인드피터 배곧점,방문자 리뷰,음식이 너무 맛있었어요. 그리고 장소도 예뻐서 특별한 날 예약하고 가면 딱 좋을 것 같아요.
969,66,배곧 투파인드피터 배곧점,방문자 리뷰,너무 너무 맛있고 매장 청결한 것은 물론이고 젊은 20대 부터 50대 60대까지 고 오셔서 식사 맛있게 하고 가실 수 있을 거 같아요.
970,67,배곧 투파인드피터 배곧점,방문자 리뷰,매콤한 게살 파스타와 수 비드 부채살 맛있었어요. 양이 부족하여 시킨 전복 내장 리조 또도 맛있었는데 사진을 못 찍었네요.
